#Document title: Votes
#Rows: 2234, Columns: 33
#Legislative period: 2012-2013
#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 1, partij;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;indiener 2, partij;titel document volgens stemming
commons;2012-2013;10;2012-10-09;33400;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13?view=html#nl.proc.ob.d.h-tk-20122013-10-13.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-13.html;no;no;no;no;no;;no;no;aye;no;no;no;Van Vliet;nl.m.03214;nl.p.pvv;;;;de motie-Van Vliet over het teruggeven van het kwartje van Kok ( 33400, nr. 7),
commons;2012-2013;10;2012-10-09;33400;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13?view=html#nl.proc.ob.d.h-tk-20122013-10-13.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-13.html;no;no;no;no;no;;no;aye;no;no;aye;no;Merkies;nl.m.03309;nl.p.sp;;;;de motie-Merkies over de geleidelijke afbouw van de dubbele heffingskorting ( 33400, nr. 11),
commons;2012-2013;10;2012-10-09;33400;6;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-6.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13?view=html#nl.proc.ob.d.h-tk-20122013-10-13.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-13.html;no;no;no;no;no;;aye;no;no;no;no;aye;Harbers;nl.m.03111;nl.p.vvd;Plasterk;nl.m.03154;nl.p.pvda;de motie-Harbers/Plasterk over instemming met het deelakkoord begroting 2013 ( 33400, nr. 6),
senate;2012-2013;3;2012-10-09;32812;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32812;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-3-3.1.10.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-3-3?view=html#nl.proc.ob.d.h-ek-20122013-3-3.1.10.3.1;https://zoek.officielebekendmakingen.nl/h-ek-20122013-3-3.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van onder meer de Wet op de expertisecentra in verband met de kwaliteit van het speciaal en voortgezet speciaal onderwijs (32812)
commons;2012-2013;10;2012-10-09;33400;9;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-9.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13?view=html#nl.proc.ob.d.h-tk-20122013-10-13.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-13.html;no;no;no;no;no;;no;no;aye;no;no;no;Van Vliet;nl.m.03214;nl.p.pvv;;;;de motie-Van Vliet over verlaging van het btw-tarief naar 18% ( 33400, nr. 9),
commons;2012-2013;10;2012-10-09;29817;90;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29817-90.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-11.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-11?view=html#nl.proc.ob.d.h-tk-20122013-10-11.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-11.html;aye;no;aye;no;no;;no;aye;aye;no;aye;no;Van Vliet;nl.m.03214;nl.p.pvv;;;;de motie-Van Vliet over behoud van werkgelegenheid bij sociale werkplaatsen ( 29817, nr. 90).
commons;2012-2013;10;2012-10-09;29817;89;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29817-89.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-11.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-11?view=html#nl.proc.ob.d.h-tk-20122013-10-11.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-11.html;aye;no;aye;no;aye;;aye;aye;no;no;aye;no;Karabulut;nl.m.03102;nl.p.sp;Sap;nl.m.03090;nl.p.gl;de motie-Karabulut/Sap over een handreiking aan Oost-Groningen en Zuid-Limburg ( 29817, nr. 89),
commons;2012-2013;10;2012-10-09;29817;88;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29817-88.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-11.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-11?view=html#nl.proc.ob.d.h-tk-20122013-10-11.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-11.html;aye;no;aye;no;aye;;no;aye;aye;no;aye;no;Karabulut;nl.m.03102;nl.p.sp;Sap;nl.m.03090;nl.p.gl;de motie-Karabulut/Sap over behoud van werk en inkomen van werknemers van sociale werkplaatsen ( 29817, nr. 88),
commons;2012-2013;10;2012-10-09;31898;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/31898;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-12.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-12?view=html#nl.proc.ob.d.h-tk-20122013-10-12.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-12.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van de Wet luchtvaart met betrekking tot de gevolgen van buitenlandse luchthavens voor de ruimtelijke ordening op Nederlands grondgebied (Beperkingengebied buitenlandse luchthaven) (31898)
commons;2012-2013;10;2012-10-09;32722;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32722-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32722-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-10.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-10?view=html#nl.proc.ob.d.h-tk-20122013-10-10.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-10.html;no;no;no;no;no;;aye;aye;aye;no;aye;no;Graus;nl.m.03128;nl.p.pvv;;;;amendement-Graus (stuk nr. 11, II)
commons;2012-2013;10;2012-10-09;32722;10;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32722-10.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-32722-10?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-10.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-10?view=html#nl.proc.ob.d.h-tk-20122013-10-10.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-10.html;no;no;no;no;no;;no;no;no;no;no;aye;Verheijen;nl.m.03302;nl.p.vvd;;;;amendement-Verheijen (stuk nr. 10)
senate;2012-2013;3;2012-10-09;33106,32812;;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33106,32812;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-3-5.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-3-5?view=html#nl.proc.ob.d.h-ek-20122013-3-5.1.4.1;https://zoek.officielebekendmakingen.nl/h-ek-20122013-3-5.html;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;aye;Linthorst;nl.m.02927;nl.p.pvda;;;;de motie-Linthorst c.s. over onderzoek naar de vraag of structurele bekostiging van het primair onderwijs afdoende is om passend onderwijs op een verantwoorde wijze te kunnen invoeren ( 33106, 32812, letter J),
commons;2012-2013;10;2012-10-09;33400;16;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-16.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13?view=html#nl.proc.ob.d.h-tk-20122013-10-13.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-13.html;aye;aye;aye;aye;aye;;no;no;no;aye;no;no;Schouten;nl.m.03206;nl.p.cu;;;;de motie-Schouten c.s. over de verbinding tussen pensioenen en wonen ( 33400, nr. 16),
senate;2012-2013;3;2012-10-09;33106;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33106;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-3-4.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-3-4?view=html#nl.proc.ob.d.h-ek-20122013-3-4.1.4.1;https://zoek.officielebekendmakingen.nl/h-ek-20122013-3-4.html;no;aye;aye;no;aye;no;aye;no;aye;aye;no;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van enkele onderwijswetten in verband met een herziening van de organisatie en financiering van de ondersteuning van leerlingen in het basisonderwijs, speciaal en voortgezet speciaal onderwijs, voortgezet onderwijs en beroepsonderwijs (33106)
commons;2012-2013;10;2012-10-09;20;644;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-644.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13?view=html#nl.proc.ob.d.h-tk-20122013-10-13.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-13.html;no;no;no;aye;aye;;aye;aye;no;no;aye;no;Roemer;nl.m.03094;nl.p.sp;;;;de motie-Roemer c.s. over een financiële transactietaks ( 21501-20, nr. 644).
commons;2012-2013;10;2012-10-09;33224;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33224;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-9.1.5.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-9?view=html#nl.proc.ob.d.h-tk-20122013-10-9.1.5.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-9.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van de Wet schadeloosstelling leden Tweede Kamer en de Wet vergoedingen leden Eerste Kamer in verband met de invoering van de werkkostenregeling en de regeling van de dienstauto voor de voorzitters van de Eerste en Tweede Kamer (33224)
commons;2012-2013;10;2012-10-09;33400;13;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-13.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-10-13?view=html#nl.proc.ob.d.h-tk-20122013-10-13.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-10-13.html;aye;no;no;no;no;;no;aye;no;no;aye;no;Merkies;nl.m.03309;nl.p.sp;;;;de motie-Merkies over de verhoging van de AOW-leeftijd ( 33400, nr. 13),
commons;2012-2013;12;2012-10-11;32440;77;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32440-77.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-15.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-15?view=html#nl.proc.ob.d.h-tk-20122013-12-15.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-15.html;aye;aye;aye;no;aye;;aye;aye;aye;aye;aye;no;Gesthuizen;nl.m.03103;nl.p.sp;;;;de motie-Gesthuizen over instellen van een volwaardige en onafhankelijke commissie van aanbestedingsexperts ( 32440, nr. 77),
commons;2012-2013;12;2012-10-11;32440;78;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32440-78.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-15.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-15?view=html#nl.proc.ob.d.h-tk-20122013-12-15.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-15.html;no;aye;aye;no;aye;;aye;aye;aye;aye;aye;no;Gesthuizen;nl.m.03103;nl.p.sp;;;;de motie-Gesthuizen over wijzigingen in de Gids Proportionaliteit ( 32440, nr. 78),
commons;2012-2013;12;2012-10-11;32440;79;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32440-79.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-15.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-15?view=html#nl.proc.ob.d.h-tk-20122013-12-15.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-15.html;aye;aye;aye;no;aye;;aye;aye;aye;aye;aye;no;Gesthuizen;nl.m.03103;nl.p.sp;;;;de motie-Gesthuizen over in overleg treden over aanpassingen in de Uniforme eigen verklaring aanbestedingen ( 32440, nr. 79).
commons;2012-2013;12;2012-10-11;32;650;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32-650.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17?view=html#nl.proc.ob.d.h-tk-20122013-12-17.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-17.html;aye;no;no;aye;aye;;aye;aye;no;no;aye;no;Ouwehand;nl.m.03108;nl.p.pvdd;;;;de motie-Ouwehand over de vangstmogelijkheden voor blauwvintonijn ( 21501-32, nr. 650).
commons;2012-2013;12;2012-10-11;20;678;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-678.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;no;aye;no;aye;aye;;aye;no;no;no;no;no;Pechtold;nl.m.02993;nl.p.d66;Omtzigt;nl.m.02441;nl.p.cda;de motie-Pechtold/Omtzigt over het bijeenhouden van de eurozone ( 21501-20, nr. 678),
commons;2012-2013;12;2012-10-11;20;677;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-677.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;aye;no;no;no;no;;no;aye;aye;no;aye;no;Merkies;nl.m.03309;nl.p.sp;;;;de motie-Merkies over geen verdere aanscherping van de begrotingsafspraken ( 21501-20, nr. 677),
commons;2012-2013;12;2012-10-11;32;647;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32-647.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17?view=html#nl.proc.ob.d.h-tk-20122013-12-17.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-17.html;no;aye;aye;no;no;;no;no;aye;aye;no;aye;Bosman;nl.m.03252;nl.p.vvd;;;;de motie-Bosman c.s. over omarmen van het compromisvoorstel van de visserijsector ( 21501-32, nr. 647),
commons;2012-2013;12;2012-10-11;32175;44;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32175-44.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-16.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-16?view=html#nl.proc.ob.d.h-tk-20122013-12-16.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-16.html;aye;no;aye;aye;aye;;aye;aye;no;no;aye;aye;Schouw;nl.m.03025;nl.p.d66;;;;de motie-Schouw c.s. over restitutie van leges ( 32175, nr. 44).
commons;2012-2013;12;2012-10-11;02;1187;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-02-1187.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-14.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-14?view=html#nl.proc.ob.d.h-tk-20122013-12-14.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-14.html;no;no;aye;no;aye;;no;aye;aye;aye;aye;no;Voordewind;nl.m.03070;nl.p.cu;;;;de motie-Voordewind c.s. over onverkort vasthouden aan de eerder aangenomen motie omtrent de stop op de wapenexport ( 21501-02, nr. 1187).
commons;2012-2013;12;2012-10-11;32;651;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32-651.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17?view=html#nl.proc.ob.d.h-tk-20122013-12-17.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-17.html;aye;no;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Ouwehand;nl.m.03108;nl.p.pvdd;Dikkers;nl.m.03241;nl.p.pvda;motie-Ouwehand/Dikkers ( 21501-32, nr. 651, was nr. 648)
commons;2012-2013;12;2012-10-11;32;649;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32-649.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-17?view=html#nl.proc.ob.d.h-tk-20122013-12-17.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-17.html;aye;no;no;aye;aye;;aye;aye;no;no;aye;no;Ouwehand;nl.m.03108;nl.p.pvdd;;;;de motie-Ouwehand over hanteren van het voorzorgsbeginsel ( 21501-32, nr. 649),
commons;2012-2013;12;2012-10-11;20;679;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-679.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;no;no;aye;no;no;;no;no;no;aye;aye;no;Schouten;nl.m.03206;nl.p.cu;;;;de motie-Schouten c.s. over een strikte naleving van het Stabiliteits- en Groeipact ( 21501-20, nr. 679),
commons;2012-2013;12;2012-10-11;20;680;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-680.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;aye;no;no;no;no;;no;no;aye;no;no;no;Madlener;nl.m.03129;nl.p.pvv;;;;de motie-Madlener over het niet akkoord gaan met een derde steunpakket aan Griekenland ( 21501-20, nr. 680),
commons;2012-2013;12;2012-10-11;32175;43;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32175-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-16.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-16?view=html#nl.proc.ob.d.h-tk-20122013-12-16.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-16.html;no;no;aye;no;aye;;no;aye;no;no;aye;no;Van Ojik;nl.m.02895;nl.p.gl;;;;de motie-Van Ojik c.s. over niet definitief beslissen over ingediende aanvragen totdat een nieuwe regering is gevormd ( 32175, nr. 43),
commons;2012-2013;12;2012-10-11;32175;45;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32175-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-16.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-16?view=html#nl.proc.ob.d.h-tk-20122013-12-16.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-16.html;aye;no;aye;aye;aye;;no;aye;no;no;aye;no;Schouw;nl.m.03025;nl.p.d66;;;;motie-Schouw c.s. ( 32175, nr. 45)
commons;2012-2013;12;2012-10-11;20;683;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-20-683.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;aye;Klaver;nl.m.03226;nl.p.gl;;;;de motie-Klaver over het aannemen van de spaartegoedenrichtlijn ( 21501-20, nr. 683),
commons;2012-2013;12;2012-10-11;20;682;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-682.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;no;no;no;no;no;;no;no;aye;no;no;no;Madlener;nl.m.03129;nl.p.pvv;;;;de motie-Madlener over de president van DNB ( 21501-20, nr. 682),
commons;2012-2013;12;2012-10-11;20;686;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-20-686.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Omtzigt;nl.m.02441;nl.p.cda;;;;motie-Omtzigt ( 21501-20, nr. 686, was nr. 684)
commons;2012-2013;12;2012-10-11;20;681;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-20-681.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13.1.7.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-12-13?view=html#nl.proc.ob.d.h-tk-20122013-12-13.1.7.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-12-13.html;no;no;aye;no;no;;no;no;aye;no;no;no;Madlener;nl.m.03129;nl.p.pvv;;;;de motie-Madlener over het dreigen met een veto ( 21501-20, nr. 681),
commons;2012-2013;13;2012-10-23;33131;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33131-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33131-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-9.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-9?view=html#nl.proc.ob.d.h-tk-20122013-13-9.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-13-9.html;aye;no;aye;no;aye;;no;no;no;aye;aye;no;Segers;nl.m.03330;nl.p.cu;;;;amendement-Segers (stuk nr. 9)
commons;2012-2013;13;2012-10-23;33108;15;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33108-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33108-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-12.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-12?view=html#nl.proc.ob.d.h-tk-20122013-13-12.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-13-12.html;aye;no;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Gesthuizen;nl.m.03103;nl.p.sp;;;;amendement-Gesthuizen (stuk nr. 15)
commons;2012-2013;13;2012-10-23;33108;17;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33108-17.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33108-17?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-12.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-12?view=html#nl.proc.ob.d.h-tk-20122013-13-12.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-13-12.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Recourt;nl.m.03242;nl.p.pvda;;;;amendement-Recourt (stuk nr. 17, I)
commons;2012-2013;13;2012-10-23;33131;8;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33131-8.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33131-8?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-9.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-13-9?view=html#nl.proc.ob.d.h-tk-20122013-13-9.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-13-9.html;aye;no;no;aye;aye;;no;no;aye;no;no;no;Hachchi;nl.m.03190;nl.p.d66;;;;amendement-Hachchi (stuk nr. 8)
