#Document title: Votes
#Rows: 2234, Columns: 33
#Legislative period: 2012-2013
#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 1, partij;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;indiener 2, partij;titel document volgens stemming
commons;2012-2013;42;2013-01-22;24077;301;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-24077-301.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-21.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-21?view=html#nl.proc.ob.d.h-tk-20122013-42-21.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-21.html;aye;no;no;aye;aye;;no;aye;no;no;aye;no;Van Tongeren;nl.m.03225;nl.p.gl;;;;de motie-Van Tongeren over het lokale coffeeshopbeleid ( 24077, nr. 301),
commons;2012-2013;42;2013-01-22;33400-XIII;60;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-60.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Klein;nl.m.03376;nl.p.50plus;;;;de motie-Klein over het e-proof maken van wet- en regelgeving ( 33400-XIII, nr. 60).
commons;2012-2013;42;2013-01-22;33400-XIII;58;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-58.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;aye;no;aye;aye;aye;;no;aye;no;no;aye;no;Van Tongeren;nl.m.03225;nl.p.gl;;;;de motie-Van Tongeren over zelflevering ( 33400-XIII, nr. 58),
commons;2012-2013;42;2013-01-22;33516;1;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33516-1.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-14.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-14?view=html#nl.proc.ob.d.h-tk-20122013-42-14.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-14.html;aye;no;no;no;aye;;no;aye;aye;aye;aye;no;Leijten;nl.m.03095;nl.p.sp;;;;de motie-Leijten over het vernietigen van Wmo-verordeningen ( 33516, nr. 1),
commons;2012-2013;42;2013-01-22;33400-XIII;48;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-48.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;aye;no;aye;aye;aye;;no;aye;no;no;aye;no;Verhoeven;nl.m.03192;nl.p.d66;Schouten;nl.m.03206;nl.p.cu;de motie-Verhoeven/Schouten over de nieuwe OESO-richtlijnen ( 33400-XIII, nr. 48),
commons;2012-2013;42;2013-01-22;33400-XIII;46;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-46.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Agnes Mulder;nl.m.03323;nl.p.cda;;;;de motie-Agnes Mulder over artikel 3.24 van de Telecommunicatiewet ( 33400-XIII, nr. 46),
commons;2012-2013;42;2013-01-22;33400-XIII;45;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;aye;aye;aye;no;aye;;aye;aye;no;aye;aye;no;Mei Li Vos;nl.m.03087;nl.p.pvda;Gesthuizen;nl.m.03103;nl.p.sp;de motie-Mei Li Vos/Gesthuizen over de Fraudehelpdesk ( 33400-XIII, nr. 45),
commons;2012-2013;42;2013-01-22;32813;33;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-33.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;no;no;no;aye;;no;aye;no;no;aye;no;Ouwehand;nl.m.03108;nl.p.pvdd;;;;de motie-Ouwehand over het percentage aan conventionele biobrandstoffen in 2017 ( 32813, nr. 33),
commons;2012-2013;42;2013-01-22;32813;34;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-34.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;de motie-Dik-Faber over het aandeel biobrandstofen uit voedselgewassen ( 32813, nr. 34),
commons;2012-2013;42;2013-01-22;32813;35;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-35.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;de motie-Dik-Faber over de routekaart klimaat ( 32813, nr. 35),
commons;2012-2013;42;2013-01-22;32813;40;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-40.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;no;aye;no;aye;;no;aye;no;aye;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;motie-Dik-Faber ( 32813, nr. 40, was nr. 36)
commons;2012-2013;42;2013-01-22;32813;37;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-37.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;aye;Jan Vos;nl.m.03381;nl.p.pvda;;;;de motie-Jan Vos over duurzaamheidscriteria voor geavanceerde biobrandstoffen ( 32813, nr. 37),
commons;2012-2013;42;2013-01-22;32813;38;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.44.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.44.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;aye;aye;aye;no;;no;aye;no;no;aye;no;Agnes Mulder;nl.m.03323;nl.p.cda;;;;de motie-Agnes Mulder over een standstill van de inzet van conventionele biobrandstoffen ( 32813, nr. 38),
senate;2012-2013;14;2013-01-22;32768;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/32768;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-14-6.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-14-6?view=html#nl.proc.ob.d.h-ek-20122013-14-6.1.4.1;https://zoek.officielebekendmakingen.nl/h-ek-20122013-14-6.html;;aye;aye;aye;aye;aye;aye;aye;no;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Implementatie van richtlijn nr. 2009/81/EG van het Europees Parlement en de Raad van 13 juli 2009 betreffende de coördinatie van de procedures voor het plaatsen door aanbestedende diensten van bepaalde opdrachten voor werken, leveringen en diensten op defensie- en veiligheidsgebied, en tot wijziging van richtlijnen 2004/17/EG en 2004/18/EG (Aanbestedingswet op defensie- en veiligheidsgebied) (32768).
senate;2012-2013;14;2013-01-22;33452;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33452;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-14-5.1.8.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-ek-20122013-14-5?view=html#nl.proc.ob.d.h-ek-20122013-14-5.1.8.3.1;https://zoek.officielebekendmakingen.nl/h-ek-20122013-14-5.html;;aye;aye;aye;aye;aye;aye;aye;no;no;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van onder meer de Wet op het hoger onderwijs en wetenschappelijk onderzoek en de Wet studiefinanciering 2000 in verband met het intrekken van de langstudeerdersmaatregel (33452)
commons;2012-2013;42;2013-01-22;33400-XII;32;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XII-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-17.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-17?view=html#nl.proc.ob.d.h-tk-20122013-42-17.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-17.html;aye;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Van Veldhoven;nl.m.03191;nl.p.d66;;;;de motie-Van Veldhoven over met de marktpartijen de krachten bundelen om effectieve energiebesparing te realiseren ( 33400-XII, nr. 32).
commons;2012-2013;42;2013-01-22;31793;67;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31793-67.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-16.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-16?view=html#nl.proc.ob.d.h-tk-20122013-42-16.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-16.html;no;aye;aye;aye;aye;;aye;aye;no;aye;aye;no;Van Veldhoven;nl.m.03191;nl.p.d66;;;;de motie-Van Veldhoven over gecertificeerde duurzame biomassa ( 31793, nr. 67).
commons;2012-2013;42;2013-01-22;30821;17;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30821-17.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-20.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-20?view=html#nl.proc.ob.d.h-tk-20122013-42-20.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-20.html;aye;aye;aye;no;aye;;no;aye;no;aye;aye;no;Kooiman;nl.m.03231;nl.p.sp;;;;de motie-Kooiman over een dekkingsplan bij afwijkende normtijden ( 30821, nr. 17).
commons;2012-2013;42;2013-01-22;32813;32;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-32.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;no;aye;aye;aye;;no;aye;no;no;aye;no;Ouwehand;nl.m.03108;nl.p.pvdd;;;;de motie-Ouwehand over conventionele biobrandstoffen ( 32813, nr. 32),
commons;2012-2013;42;2013-01-22;32813;30;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-30.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;no;no;no;aye;;no;aye;aye;no;aye;no;Van Tongeren;nl.m.03225;nl.p.gl;;;;de motie-Van Tongeren over grootschalige productie van biobrandstoffen ( 32813, nr. 30),
commons;2012-2013;42;2013-01-22;33400-XIII;44;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-44.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;no;no;no;no;no;;no;no;aye;no;no;no;Klever;nl.m.03292;nl.p.pvv;De Graaf;nl.m.03290;nl.p.pvv;de motie-Klever/De Graaf over stoppen met de SDE-plusregeling ( 33400-XIII, nr. 44),
commons;2012-2013;42;2013-01-22;33400-XIII;43;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-43.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;no;no;no;no;no;;no;no;aye;no;no;no;Klever;nl.m.03292;nl.p.pvv;;;;de motie-Klever over lastenverlichting voor burgers en bedrijven ( 33400-XIII, nr. 43),
commons;2012-2013;42;2013-01-22;29544;429;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29544-429.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22?view=html#nl.proc.ob.d.h-tk-20122013-42-22.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-22.html;no;no;no;no;no;;no;aye;no;no;aye;no;Ulenbelt;nl.m.03096;nl.p.sp;;;;de motie-Ulenbelt over een actieplan jeugdwerkloosheid ( 29544, nr. 429),
commons;2012-2013;42;2013-01-22;29544;430;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29544-430.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22?view=html#nl.proc.ob.d.h-tk-20122013-42-22.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-22.html;no;no;aye;aye;aye;;no;aye;no;no;aye;no;Van Weyenberg;nl.m.03351;nl.p.d66;;;;de motie-Van Weyenberg c.s. over het reserveren van 100 miljoen voor jongeren voor van-school-naar-werk ( 29544, nr. 430),
commons;2012-2013;42;2013-01-22;29544;431;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29544-431.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22?view=html#nl.proc.ob.d.h-tk-20122013-42-22.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-22.html;aye;aye;aye;aye;aye;;no;aye;no;no;aye;no;Van Weyenberg;nl.m.03351;nl.p.d66;;;;de motie-Van Weyenberg c.s. over het herintroduceren van leerwerkaanbod voor jongeren onder de 27 jaar ( 29544, nr. 431),
commons;2012-2013;42;2013-01-22;29544;432;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29544-432.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-22?view=html#nl.proc.ob.d.h-tk-20122013-42-22.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-22.html;no;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Schouten;nl.m.03206;nl.p.cu;;;;de motie-Schouten c.s. over bestrijding van de werkloosheid onder jongeren en ouderen ( 29544, nr. 432).
commons;2012-2013;42;2013-01-22;32813;24;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-24.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;no;no;no;no;no;;no;no;aye;no;no;no;De Graaf;nl.m.03290;nl.p.pvv;;;;de motie-De Graaf over bijmengen van biobrandstoffen ( 32813, nr. 24),
commons;2012-2013;42;2013-01-22;32813;25;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-25.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;no;no;no;no;no;;no;no;aye;no;no;no;De Graaf;nl.m.03290;nl.p.pvv;;;;de motie-De Graaf over subsidiëring van tweede- en derdegeneratiebiobrandstoffen ( 32813, nr. 25),
commons;2012-2013;42;2013-01-22;32813;26;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-26.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;no;aye;aye;aye;;aye;aye;no;aye;aye;no;Van Gerven;nl.m.03116;nl.p.sp;;;;de motie-Van Gerven over een toetsingskader met minimumstandaarden ( 32813, nr. 26),
commons;2012-2013;42;2013-01-22;32813;28;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-28.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;no;aye;aye;aye;;no;aye;no;no;aye;no;Van Gerven;nl.m.03116;nl.p.sp;;;;de motie-Van Gerven over afbouw van eerstegeneratiebiomassa ( 32813, nr. 28),
commons;2012-2013;42;2013-01-22;32813;29;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-32813-29.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-15?view=html#nl.proc.ob.d.h-tk-20122013-42-15.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-15.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;no;Van Tongeren;nl.m.03225;nl.p.gl;;;;de motie-Van Tongeren over het meewegen van ILUC-factoren ( 32813, nr. 29),
commons;2012-2013;42;2013-01-22;33115;10;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33115-10.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-18.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-18?view=html#nl.proc.ob.d.h-tk-20122013-42-18.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-18.html;aye;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Van Veldhoven;nl.m.03191;nl.p.d66;;;;de motie-Van Veldhoven over de verwachte levensduur van de SDE-plusregeling ( 33115, nr. 10).
commons;2012-2013;42;2013-01-22;33400-XIII;56;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XIII-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12.1.7.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-12?view=html#nl.proc.ob.d.h-tk-20122013-42-12.1.7.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-12.html;aye;no;aye;aye;aye;;no;no;no;no;aye;no;Van Tongeren;nl.m.03225;nl.p.gl;;;;de motie-Van Tongeren over een uitstootnorm voor elektriciteitscentrales ( 33400-XIII, nr. 56),
commons;2012-2013;42;2013-01-22;31936;122;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31936-122.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19?view=html#nl.proc.ob.d.h-tk-20122013-42-19.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-19.html;aye;aye;aye;aye;aye;;no;aye;aye;aye;aye;no;Graus;nl.m.03128;nl.p.pvv;;;;de motie-Graus over de ontwikkeling van Lelystad Airport ( 31936, nr. 122),
commons;2012-2013;42;2013-01-22;31936;123;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31936-123.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19?view=html#nl.proc.ob.d.h-tk-20122013-42-19.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-19.html;aye;no;no;no;aye;;no;no;aye;no;aye;no;Graus;nl.m.03128;nl.p.pvv;;;;de motie-Graus over het selectiviteitsbeleid van Schiphol ( 31936, nr. 123),
commons;2012-2013;42;2013-01-22;31936;125;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31936-125.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19?view=html#nl.proc.ob.d.h-tk-20122013-42-19.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-19.html;no;no;no;no;aye;;no;aye;no;no;aye;no;Van Tongeren;nl.m.03225;nl.p.gl;;;;de motie-Van Tongeren over het verlagen van het aantal nachtvluchten ( 31936, nr. 125),
commons;2012-2013;42;2013-01-22;31936;126;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31936-126.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-19?view=html#nl.proc.ob.d.h-tk-20122013-42-19.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-19.html;aye;no;aye;no;aye;;no;aye;no;no;aye;no;Van Tongeren;nl.m.03225;nl.p.gl;;;;de motie-Van Tongeren over het toetreden van de BLRS tot de Alderstafel ( 31936, nr. 126).
commons;2012-2013;42;2013-01-22;33453;12;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33453-12.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13?view=html#nl.proc.ob.d.h-tk-20122013-42-13.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-13.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Bisschop;nl.m.03353;nl.p.sgp;Rog;nl.m.03321;nl.p.cda;motie-Bisschop/Rog ( 33453, nr. 12, was nr. 10)
commons;2012-2013;42;2013-01-22;33453;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33453-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33453-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13?view=html#nl.proc.ob.d.h-tk-20122013-42-13.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-13.html;no;no;no;no;no;;no;no;aye;no;no;no;Beertema;nl.m.03209;nl.p.pvv;;;;amendement-Beertema (stuk nr. 7, II en III)
commons;2012-2013;42;2013-01-22;33453;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33453;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13?view=html#nl.proc.ob.d.h-tk-20122013-42-13.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-13.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van de Wet studiefinanciering 2000 in verband met het creëren van de mogelijkheid tot maximering van het gebruik van meeneembare studiefinanciering (33453),
commons;2012-2013;42;2013-01-22;33453;11;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33453-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-42-13?view=html#nl.proc.ob.d.h-tk-20122013-42-13.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-42-13.html;aye;no;aye;aye;aye;;aye;no;aye;aye;aye;aye;Mohandis;nl.m.03249;nl.p.pvda;Duisenberg;nl.m.03304;nl.p.vvd;motie-Mohandis/Duisenberg ( 33453, nr. 11, was nr. 9)
